feature,importance,experiment_name,timestamp
Fighter_A_longest_win_streak,0.06165812330348621,physical_and_streaks,20241110_124431
Fighter_B_longest_win_streak,0.061015723662608705,physical_and_streaks,20241110_124431
Weight_Class_Open Weight,0.021182145509836898,physical_and_streaks,20241110_124431
Weight_Class_Heavyweight,0.017333539370787694,physical_and_streaks,20241110_124431
STANCE_B_Orthodox,0.015517913616814953,physical_and_streaks,20241110_124431
Weight_Class_Women's Strawweight,0.014971837507408228,physical_and_streaks,20241110_124431
STANCE_A_Southpaw,0.014708750111765834,physical_and_streaks,20241110_124431
STANCE_A_Orthodox,0.014707730956214244,physical_and_streaks,20241110_124431
STANCE_B_Southpaw,0.014558332230328389,physical_and_streaks,20241110_124431
Weight_Class_Middleweight,0.014499881316534948,physical_and_streaks,20241110_124431
Weight_Class_Light Heavyweight,0.012597994889938206,physical_and_streaks,20241110_124431
Weight_Class_Flyweight,0.011024243182414399,physical_and_streaks,20241110_124431
Weight_Class_Lightweight,0.010666689899816364,physical_and_streaks,20241110_124431
STANCE_B_Switch,0.010210122384676015,physical_and_streaks,20241110_124431
Weight_Class_Featherweight,0.010002159538851448,physical_and_streaks,20241110_124431
Weight_Class_Bantamweight,0.009782583989815581,physical_and_streaks,20241110_124431
STANCE_A_Switch,0.009534453981941707,physical_and_streaks,20241110_124431
Weight_Class_Welterweight,0.009023504835085483,physical_and_streaks,20241110_124431
Weight_Class_Women's Bantamweight,0.006120157266547842,physical_and_streaks,20241110_124431
Weight_Class_Women's Flyweight,0.005962810875051961,physical_and_streaks,20241110_124431
Weight_Class_Catch Weight,0.0042251613762332085,physical_and_streaks,20241110_124431
Weight_Class_Women's Featherweight,0.00312608441153845,physical_and_streaks,20241110_124431
STANCE_B_Open Stance,0.001199306716769259,physical_and_streaks,20241110_124431
STANCE_A_Open Stance,0.000855311385027552,physical_and_streaks,20241110_124431
STANCE_A_Sideways,0.0004973386271905056,physical_and_streaks,20241110_124431
STANCE_B_Sideways,0.00027534850914621577,physical_and_streaks,20241110_124431
Weight_Class_Super Heavyweight,0.00011786468459990004,physical_and_streaks,20241110_124431
Fighter_A_fights,0.174931411035997,minimal_features,20241110_124431
Fighter_B_fights,0.16273364383604177,minimal_features,20241110_124431
Fighter_A_wins,0.14165874240395374,minimal_features,20241110_124431
Fighter_B_wins,0.1341955374799143,minimal_features,20241110_124431
Fighter_A_current_win_streak,0.10577432007456863,minimal_features,20241110_124431
Fighter_B_current_win_streak,0.09927864854062848,minimal_features,20241110_124431
Weight_Class_Lightweight,0.018525934111183685,minimal_features,20241110_124431
Weight_Class_Middleweight,0.016105531717375905,minimal_features,20241110_124431
Weight_Class_Open Weight,0.016041371670991837,minimal_features,20241110_124431
Weight_Class_Heavyweight,0.01603467337504263,minimal_features,20241110_124431
Weight_Class_Welterweight,0.015315400576063084,minimal_features,20241110_124431
Weight_Class_Featherweight,0.014599869194221366,minimal_features,20241110_124431
Weight_Class_Light Heavyweight,0.013328793862861963,minimal_features,20241110_124431
Weight_Class_Bantamweight,0.013148775325219042,minimal_features,20241110_124431
Weight_Class_Women's Strawweight,0.01286625785062086,minimal_features,20241110_124431
Weight_Class_Flyweight,0.011921394386508636,minimal_features,20241110_124431
Weight_Class_Women's Flyweight,0.010498452386375045,minimal_features,20241110_124431
Weight_Class_Women's Bantamweight,0.010370514463266924,minimal_features,20241110_124431
Weight_Class_Catch Weight,0.00832867861282775,minimal_features,20241110_124431
Weight_Class_Women's Featherweight,0.003759999572345835,minimal_features,20241110_124431
Weight_Class_Super Heavyweight,0.0005820495239914996,minimal_features,20241110_124431
Fighter_A_fights,0.14391258937026793,stance_focused,20241110_124431
Fighter_B_fights,0.13913974178535174,stance_focused,20241110_124431
Fighter_A_wins,0.11522262536216925,stance_focused,20241110_124431
Fighter_B_wins,0.11510175733850075,stance_focused,20241110_124431
Fighter_A_current_win_streak,0.0958989821067645,stance_focused,20241110_124431
Fighter_B_current_win_streak,0.0850347393438786,stance_focused,20241110_124431
STANCE_B_Orthodox,0.026160818722975543,stance_focused,20241110_124431
STANCE_B_Southpaw,0.024524113637896573,stance_focused,20241110_124431
STANCE_A_Southpaw,0.023440951372558375,stance_focused,20241110_124431
STANCE_A_Orthodox,0.02325890191404645,stance_focused,20241110_124431
STANCE_B_Switch,0.01978968115146509,stance_focused,20241110_124431
Weight_Class_Lightweight,0.018109174412699894,stance_focused,20241110_124431
Weight_Class_Bantamweight,0.015720336810170654,stance_focused,20241110_124431
Weight_Class_Welterweight,0.015569042567202233,stance_focused,20241110_124431
STANCE_A_Switch,0.014992197582588898,stance_focused,20241110_124431
Weight_Class_Open Weight,0.014352448002780002,stance_focused,20241110_124431
Weight_Class_Middleweight,0.01357754774125434,stance_focused,20241110_124431
Weight_Class_Heavyweight,0.013182618441653852,stance_focused,20241110_124431
Weight_Class_Featherweight,0.013168529684287595,stance_focused,20241110_124431
Weight_Class_Flyweight,0.012458984732486352,stance_focused,20241110_124431
Weight_Class_Light Heavyweight,0.01169090858264978,stance_focused,20241110_124431
Weight_Class_Women's Strawweight,0.010546467493463666,stance_focused,20241110_124431
Weight_Class_Women's Flyweight,0.009789528104730081,stance_focused,20241110_124431
Weight_Class_Women's Bantamweight,0.009383854257197812,stance_focused,20241110_124431
Weight_Class_Catch Weight,0.006956378042975749,stance_focused,20241110_124431
Weight_Class_Women's Featherweight,0.003383137999021935,stance_focused,20241110_124431
STANCE_A_Open Stance,0.0022862731505092805,stance_focused,20241110_124431
STANCE_B_Open Stance,0.0018292874328046372,stance_focused,20241110_124431
STANCE_A_Sideways,0.0006500362072146089,stance_focused,20241110_124431
STANCE_B_Sideways,0.00043557093869938285,stance_focused,20241110_124431
Weight_Class_Super Heavyweight,0.0004327757097345491,stance_focused,20241110_124431
Age_Diff,0.25278284727895456,physical_attributes,20241110_124431
Reach_Diff,0.17555554669728768,physical_attributes,20241110_124431
Height_Diff,0.07927488494307432,physical_attributes,20241110_124431
Fighter_A_fights,0.07920286015249206,physical_attributes,20241110_124431
Fighter_B_fights,0.07892414611334278,physical_attributes,20241110_124431
Weight_Diff,0.07536403715793501,physical_attributes,20241110_124431
Fighter_A_wins,0.07491392058543782,physical_attributes,20241110_124431
Fighter_B_wins,0.07037122231687966,physical_attributes,20241110_124431
Weight_Class_Open Weight,0.014417478451114527,physical_attributes,20241110_124431
Weight_Class_Middleweight,0.013133602367386052,physical_attributes,20241110_124431
Weight_Class_Heavyweight,0.012899923815622941,physical_attributes,20241110_124431
Weight_Class_Light Heavyweight,0.009867243382932496,physical_attributes,20241110_124431
Weight_Class_Lightweight,0.009711611393269528,physical_attributes,20241110_124431
Weight_Class_Welterweight,0.009645782138470015,physical_attributes,20241110_124431
Weight_Class_Women's Strawweight,0.008536741785386296,physical_attributes,20241110_124431
Weight_Class_Featherweight,0.008233373556911842,physical_attributes,20241110_124431
Weight_Class_Bantamweight,0.007032896802185437,physical_attributes,20241110_124431
Weight_Class_Flyweight,0.0058769195578505596,physical_attributes,20241110_124431
Weight_Class_Women's Bantamweight,0.005082741651951857,physical_attributes,20241110_124431
Weight_Class_Women's Flyweight,0.004359385890583022,physical_attributes,20241110_124431
Weight_Class_Catch Weight,0.0027865106381040486,physical_attributes,20241110_124431
Weight_Class_Women's Featherweight,0.0019031543920939105,physical_attributes,20241110_124431
Weight_Class_Super Heavyweight,0.00012316893073374978,physical_attributes,20241110_124431
