Event_Date,Event_Location,W_L,Fighter_A,Fighter_B,KD_A,KD_B,STR_A,STR_B,TD_A,TD_B,SUB_A,SUB_B,Weight_Class,Method,Method_Detail,Round,Time,event_id,Time_seconds,Name_A,Height_A,Weight_A,Reach_A,Stance_A,Fighter_A_id,DOB_A,Name_B,Height_B,Weight_B,Reach_B,Stance_B,Fighter_B_id,DOB_B
2012-11-10,"Macau, China",win,Alex Caceres,Motonobu Tezuka,0.0,0.0,64.0,22.0,0.0,2.0,0.0,0,Bantamweight,S-DEC,,3,5:00,319fa1bd3176bded,300,Alex Caceres,177.8,65.77083999999999,185.42,Southpaw,7aa3d6964eff4877,1988-06-20,Motonobu Tezuka,170.18,61.23492,,Southpaw,d34636a85f0f4c90,1987-08-29
2012-11-10,"Macau, China",win,John Lineker,Yasuhiro Urushitani,0.0,0.0,77.0,62.0,0.0,0.0,0.0,0,Flyweight,U-DEC,,3,5:00,319fa1bd3176bded,300,John Lineker,160.02,61.23492,170.18,Orthodox,c268b2cfebccf652,1990-06-12,Yasuhiro Urushitani,165.1,56.699,,Southpaw,c34e5849184b08c3,1976-09-08
2012-11-10,"Macau, China",win,Riki Fukuda,Tom DeBlass,0.0,0.0,85.0,44.0,3.0,0.0,0.0,0,Middleweight,U-DEC,,3,5:00,319fa1bd3176bded,300,Riki Fukuda,182.88,83.91452,185.42,Southpaw,7c35f869033901ae,1981-01-06,Tom DeBlass,182.88,83.91452,,Orthodox,0bcfe2513cb3bc39,1982-05-14
1995-12-16,"Denver, Colorado, USA",win,Dan Severn,Oleg Taktarov,0.0,0.0,24.0,8.0,0.0,0.0,0.0,1,Open Weight,U-DEC,,2,3:00,31bbd46d57dfbcb7,180,Dan Severn,187.96,113.398,,Southpaw,c670aa48827d6be6,1958-06-08,Oleg Taktarov,182.88,95.25432,,Orthodox,1dc56b59cb28425d,1967-08-26
1995-12-16,"Denver, Colorado, USA",win,Oleg Taktarov,Marco Ruas,0.0,0.0,6.0,14.0,0.0,0.0,1.0,0,Open Weight,U-DEC,,1,18:00,31bbd46d57dfbcb7,1080,Oleg Taktarov,182.88,95.25432,,Orthodox,1dc56b59cb28425d,1967-08-26,Marco Ruas,185.42,95.25432,,Orthodox,597db668b01c442c,1961-01-23
1995-12-16,"Denver, Colorado, USA",win,Dan Severn,David Abbott,0.0,0.0,57.0,3.0,1.0,0.0,0.0,0,Open Weight,U-DEC,,1,18:00,31bbd46d57dfbcb7,1080,Dan Severn,187.96,113.398,,Southpaw,c670aa48827d6be6,1958-06-08,David Abbott,182.88,120.20188,,Switch,b361180739bed4b0,
1995-12-16,"Denver, Colorado, USA",win,Oleg Taktarov,Dave Beneteau,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0,Open Weight,SUB,Ankle Lock,1,1:15,31bbd46d57dfbcb7,75,Oleg Taktarov,182.88,95.25432,,Orthodox,1dc56b59cb28425d,1967-08-26,Dave Beneteau,187.96,113.398,,Orthodox,9fd1f08dd4aec14a,
1995-12-16,"Denver, Colorado, USA",win,Marco Ruas,Keith Hackney,0.0,0.0,7.0,1.0,1.0,0.0,1.0,0,Open Weight,SUB,Rear Naked Choke,1,2:39,31bbd46d57dfbcb7,159,Marco Ruas,185.42,95.25432,,Orthodox,597db668b01c442c,1961-01-23,Keith Hackney,180.34,90.7184,,Sideways,bf12aca029bfcc47,
1995-12-16,"Denver, Colorado, USA",win,Dan Severn,Paul Varelans,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,Open Weight,SUB,Arm Triangle,1,1:01,31bbd46d57dfbcb7,61,Dan Severn,187.96,113.398,,Southpaw,c670aa48827d6be6,1958-06-08,Paul Varelans,203.2,136.0776,,Orthodox,07a18ae55dfc3cd9,
1995-12-16,"Denver, Colorado, USA",win,David Abbott,Steve Jennum,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,Open Weight,SUB,Neck Crank,1,1:14,31bbd46d57dfbcb7,74,David Abbott,182.88,120.20188,,Switch,b361180739bed4b0,,Steve Jennum,177.8,97.52228,,Orthodox,ad047e3073a775f3,
1995-12-16,"Denver, Colorado, USA",win,Mark Hall,Trent Jenkins,,,,,,,,--,Open Weight,SUB,,1,5:29,31bbd46d57dfbcb7,329,Mark Hall,182.88,86.18248,,Orthodox,18524b46c570730b,,Trent Jenkins,187.96,83.91452,,,02fc8f50f56eb307,
1995-12-16,"Denver, Colorado, USA",win,Joe Charles,Scott Bessac,,,,,,,,--,Open Weight,SUB,Armbar,1,4:38,31bbd46d57dfbcb7,278,Joe Charles,185.42,117.93392,,Southpaw,19ffeb5e3fffd6d5,,Scott Bessac,193.04,111.13004,,,3f24c96753dbd9f9,
2005-11-05,"Las Vegas, Nevada, USA",win,Diego Sanchez,Nick Diaz,0.0,0.0,41.0,13.0,5.0,2.0,1.0,1,Welterweight,U-DEC,,3,5:00,31ceaf0e670c1578,300,Diego Sanchez,177.8,77.11064,182.88,Southpaw,82e7929bf6c2b689,1981-12-31,Nick Diaz,185.42,77.11064,193.04,Southpaw,f57a8a52ca401ed9,1983-08-02
2005-11-05,"Las Vegas, Nevada, USA",win,Rashad Evans,Brad Imes,2.0,0.0,48.0,42.0,0.0,2.0,0.0,1,Heavyweight,S-DEC,,3,5:00,31ceaf0e670c1578,300,Rashad Evans,182.88,92.98636,190.5,Orthodox,ee779c43a8926d52,1979-09-25,Brad Imes,200.66,120.20188,,Orthodox,4908c5ee68a50ee5,1977-03-13
2005-11-05,"Las Vegas, Nevada, USA",win,Joe Stevenson,Luke Cummo,0.0,0.0,20.0,20.0,5.0,1.0,2.0,1,Welterweight,U-DEC,,3,5:00,31ceaf0e670c1578,300,Joe Stevenson,170.18,65.77083999999999,177.8,Orthodox,79899ecf62020f6d,1982-06-15,Luke Cummo,182.88,77.11064,187.96,Orthodox,93ce4ac89e3d7652,1980-04-27
2005-11-05,"Las Vegas, Nevada, USA",win,Kenny Florian,Kit Cope,0.0,0.0,10.0,8.0,3.0,0.0,2.0,0,Welterweight,SUB,Rear Naked Choke,2,0:37,31ceaf0e670c1578,37,Kenny Florian,177.8,65.77083999999999,187.96,Southpaw,cb139171ed1b69fe,1976-05-26,Kit Cope,182.88,77.11064,,Orthodox,ce47f49e5c386a9c,1977-03-17
2005-11-05,"Las Vegas, Nevada, USA",win,Joshua Burkman,Sammy Morgan,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0,Welterweight,KO/TKO,Slam,1,0:21,31ceaf0e670c1578,21,Joshua Burkman,177.8,77.11064,182.88,Orthodox,6da99156486ed6c2,1980-04-10,Sammy Morgan,177.8,77.11064,,Orthodox,2067a177a2842fbf,1981-09-28
2005-11-05,"Las Vegas, Nevada, USA",win,Melvin Guillard,Marcus Davis,0.0,0.0,19.0,3.0,3.0,0.0,1.0,0,Welterweight,KO/TKO,,2,2:55,31ceaf0e670c1578,175,Melvin Guillard,175.26,70.30676,180.34,Orthodox,ccd1299e0345e0ce,1983-03-30,Marcus Davis,177.8,77.11064,177.8,Southpaw,b7d524c77c27389b,1973-08-24
2005-11-05,"Las Vegas, Nevada, USA",win,Keith Jardine,Kerry Schall,1.0,0.0,41.0,8.0,0.0,0.0,0.0,0,Heavyweight,KO/TKO,Kicks,2,3:28,31ceaf0e670c1578,208,Keith Jardine,187.96,83.91452,193.04,Orthodox,b9d0fd83bb8a147a,1975-10-31,Kerry Schall,187.96,120.20188,,Orthodox,030f08370fd1c2bb,1971-08-09
2022-07-09,"Las Vegas, Nevada, USA",win,Rafael Fiziev,Rafael Dos Anjos,1.0,0.0,64.0,54.0,0.0,2.0,0.0,0,Lightweight,KO/TKO,Punch,5,0:18,31da66df48c0c1a0,18,Rafael Fiziev,172.72,70.30676,180.34,Switch,c814b4c899793af6,1993-03-05,Rafael Dos Anjos,172.72,77.11064,177.8,Southpaw,6a2f7c151031653d,1984-10-26
2022-07-09,"Las Vegas, Nevada, USA",win,Caio Borralho,Armen Petrosyan,0.0,0.0,12.0,31.0,4.0,0.0,0.0,0,Middleweight,U-DEC,,3,5:00,31da66df48c0c1a0,300,Caio Borralho,185.42,83.91452,190.5,Southpaw,4126a78111c0855a,1993-01-16,Armen Petrosyan,190.5,83.91452,180.34,Orthodox,369ea36e450ae62a,1990-11-03
2022-07-09,"Las Vegas, Nevada, USA",win,Said Nurmagomedov,Douglas Silva de Andrade,0.0,0.0,42.0,28.0,1.0,1.0,0.0,0,Bantamweight,U-DEC,,3,5:00,31da66df48c0c1a0,300,Said Nurmagomedov,172.72,61.23492,177.8,Orthodox,0fd5f4b838e890cc,1992-04-05,Douglas Silva de Andrade,170.18,61.23492,172.72,Orthodox,3a314d9fa7c6825d,1985-06-22
2022-07-09,"Las Vegas, Nevada, USA",win,Chase Sherman,Jared Vanderaa,1.0,0.0,137.0,109.0,0.0,0.0,0.0,0,Heavyweight,KO/TKO,Punches,3,3:10,31da66df48c0c1a0,190,Chase Sherman,193.04,113.398,198.12,Orthodox,01b352b6a9074d5c,1989-11-16,Jared Vanderaa,193.04,120.20188,203.2,Orthodox,2b68d9f125d07b42,1992-05-12
2022-07-09,"Las Vegas, Nevada, USA",win,Aiemann Zahabi,Ricky Turcios,0.0,0.0,54.0,27.0,0.0,0.0,0.0,0,Bantamweight,U-DEC,,3,5:00,31da66df48c0c1a0,300,Aiemann Zahabi,172.72,61.23492,172.72,Orthodox,24656ef4d605c96f,1987-11-19,Ricky Turcios,175.26,61.23492,180.34,Orthodox,cd3d7e37ff2d679c,1993-06-05
2022-07-09,"Las Vegas, Nevada, USA",win,Jamie Mullarkey,Michael Johnson,0.0,1.0,96.0,66.0,0.0,0.0,0.0,0,Lightweight,S-DEC,,3,5:00,31da66df48c0c1a0,300,Jamie Mullarkey,182.88,70.30676,187.96,Orthodox,af9f42e6894047fc,1994-08-17,Michael Johnson,177.8,70.30676,185.42,Southpaw,511e82663651438d,1986-06-04
2022-07-09,"Las Vegas, Nevada, USA",win,Cody Brundage,Tresean Gore,1.0,0.0,15.0,8.0,1.0,0.0,0.0,0,Middleweight,KO/TKO,Punch,1,3:50,31da66df48c0c1a0,230,Cody Brundage,182.88,83.91452,182.88,Orthodox,f14f644d41ade29f,1994-05-16,Tresean Gore,182.88,83.91452,190.5,Switch,147e70aa6cc48cfc,1994-06-21
2022-07-09,"Las Vegas, Nevada, USA",win,Antonina Shevchenko,Cortney Casey,0.0,0.0,55.0,33.0,0.0,2.0,0.0,0,Women's Flyweight,S-DEC,,3,5:00,31da66df48c0c1a0,300,Antonina Shevchenko,172.72,56.699,170.18,Southpaw,d7338bcb141abd2c,1984-11-20,Cortney Casey,170.18,56.699,170.18,Orthodox,5f179af5fffeb9f6,1987-05-05
2022-07-09,"Las Vegas, Nevada, USA",win,David Onama,Garrett Armfield,0.0,0.0,29.0,21.0,2.0,0.0,1.0,0,Featherweight,SUB,Arm Triangle,2,3:13,31da66df48c0c1a0,193,David Onama,180.34,65.77083999999999,187.96,Orthodox,ffe9703408fb5964,1994-06-07,Garrett Armfield,167.64,61.23492,177.8,Orthodox,1effd880e1f1bb30,1996-10-09
2022-07-09,"Las Vegas, Nevada, USA",win,Kennedy Nzechukwu,Karl Roberson,0.0,0.0,20.0,9.0,5.0,0.0,1.0,0,Light Heavyweight,KO/TKO,Elbows,3,2:19,31da66df48c0c1a0,139,Kennedy Nzechukwu,195.58,92.98636,210.82,Southpaw,8667caa0451d245b,1992-06-13,Karl Roberson,185.42,92.98636,187.96,Southpaw,37d5b176d438d2a5,1990-10-04
2022-07-09,"Las Vegas, Nevada, USA",win,Saidyokub Kakhramonov,Ronnie Lawrence,0.0,0.0,32.0,15.0,10.0,1.0,0.0,0,Bantamweight,U-DEC,,3,5:00,31da66df48c0c1a0,300,Saidyokub Kakhramonov,172.72,61.23492,175.26,Orthodox,50a28b9f8314e008,1995-11-14,Ronnie Lawrence,172.72,61.23492,172.72,Switch,e7e01e266a9d4342,1992-06-13
2021-07-31,"Las Vegas, Nevada, USA",win,Sean Strickland,Uriah Hall,0.0,0.0,186.0,107.0,4.0,0.0,0.0,0,Middleweight,U-DEC,,5,5:00,320edfb0332b7073,300,Sean Strickland,185.42,83.91452,193.04,Orthodox,0d8011111be000b2,1991-02-27,Uriah Hall,182.88,83.91452,200.66,Orthodox,65578a75fa7900e3,1984-07-31
2021-07-31,"Las Vegas, Nevada, USA",win,Cheyanne Vlismas,Gloria de Paula,1.0,0.0,11.0,5.0,1.0,0.0,0.0,0,Women's Strawweight,KO/TKO,Kick,1,1:00,320edfb0332b7073,60,Cheyanne Vlismas,160.02,52.16308,160.02,Switch,4959f10a62f3fec3,1995-06-25,Gloria de Paula,165.1,52.16308,170.18,Orthodox,5dd180c8b3196786,1995-06-10
2021-07-31,"Las Vegas, Nevada, USA",win,Jared Gooden,Niklas Stolze,1.0,0.0,14.0,7.0,1.0,0.0,0.0,0,Welterweight,KO/TKO,Punch,1,1:08,320edfb0332b7073,68,Jared Gooden,182.88,77.11064,195.58,Orthodox,c730a0be691dc081,1993-12-05,Niklas Stolze,185.42,70.30676,187.96,Switch,62f7097c04311193,1992-12-28
2021-07-31,"Las Vegas, Nevada, USA",win,Melsik Baghdasaryan,Collin Anglin,1.0,0.0,44.0,25.0,0.0,1.0,0.0,0,Featherweight,KO/TKO,Kick,2,1:50,320edfb0332b7073,110,Melsik Baghdasaryan,175.26,65.77083999999999,177.8,Southpaw,a52bc1e62cf0b7c6,1992-01-28,Collin Anglin,175.26,65.77083999999999,180.34,Orthodox,047a91d3d9c79b05,1993-02-20
2021-07-31,"Las Vegas, Nevada, USA",win,Jason Witt,Bryan Barberena,1.0,0.0,35.0,50.0,8.0,0.0,1.0,0,Welterweight,M-DEC,,3,5:00,320edfb0332b7073,300,Jason Witt,177.8,77.11064,177.8,Orthodox,5f3805dda9661cba,1986-11-07,Bryan Barberena,182.88,83.91452,182.88,Southpaw,a331233f597090a5,1989-05-03
2021-07-31,"Las Vegas, Nevada, USA",win,Chris Gruetzemacher,Rafa Garcia,0.0,0.0,100.0,72.0,0.0,5.0,0.0,1,Lightweight,U-DEC,,3,5:00,320edfb0332b7073,300,Chris Gruetzemacher,172.72,70.30676,172.72,Orthodox,feaf00f3373435d6,1986-06-16,Rafa Garcia,170.18,70.30676,177.8,Orthodox,e132d47bd9efbbe0,1994-08-05
2021-07-31,"Las Vegas, Nevada, USA",drawdraw,Danny Chavez,Kai Kamaka,0.0,0.0,41.0,48.0,1.0,0.0,0.0,0,Featherweight,M-DEC,,3,5:00,320edfb0332b7073,300,Danny Chavez,172.72,65.77083999999999,170.18,Orthodox,0de720c0f1d4ab9c,1987-03-14,Kai Kamaka,170.18,65.77083999999999,175.26,Orthodox,eee0ef3e2b14816b,1995-01-05
2021-07-31,"Las Vegas, Nevada, USA",win,Jinh Yu Frey,Ashley Yoder,0.0,0.0,88.0,91.0,0.0,0.0,0.0,0,Women's Strawweight,U-DEC,,3,5:00,320edfb0332b7073,300,Jinh Yu Frey,160.02,52.16308,165.1,Southpaw,d05cb1e8d1b885d8,1985-05-20,Ashley Yoder,170.18,52.16308,175.26,Southpaw,b4c6c904a9ffc5e8,1987-10-20
2021-07-31,"Las Vegas, Nevada, USA",win,Zarrukh Adashev,Ryan Benoit,0.0,1.0,78.0,37.0,0.0,0.0,1.0,0,Flyweight,U-DEC,,3,5:00,320edfb0332b7073,300,Zarrukh Adashev,165.1,56.699,165.1,Southpaw,79cb2a690b9ba5e8,1992-07-29,Ryan Benoit,165.1,56.699,172.72,Orthodox,20999e27ddd94bda,1989-08-25
2021-07-31,"Las Vegas, Nevada, USA",win,Phil Rowe,Orion Cosce,1.0,0.0,46.0,22.0,0.0,2.0,0.0,0,Welterweight,KO/TKO,Punches,2,4:21,320edfb0332b7073,261,Phil Rowe,190.5,77.11064,203.2,Orthodox,8e382b585a92affe,1990-07-18,Orion Cosce,180.34,77.11064,180.34,Switch,2c010b26a3306969,1994-07-15
2018-07-28,"Calgary, Alberta, Canada",win,Dustin Poirier,Eddie Alvarez,1.0,0.0,54.0,26.0,0.0,0.0,2.0,1,Lightweight,KO/TKO,Punches,2,4:05,322a56923b396b4d,245,Dustin Poirier,175.26,70.30676,182.88,Southpaw,029eaff01e6bb8f0,1989-01-19,Eddie Alvarez,175.26,70.30676,175.26,Orthodox,33a331684283900f,1984-01-11
2018-07-28,"Calgary, Alberta, Canada",win,Jose Aldo,Jeremy Stephens,1.0,0.0,29.0,20.0,0.0,0.0,0.0,0,Featherweight,KO/TKO,Punches,1,4:19,322a56923b396b4d,259,Jose Aldo,170.18,61.23492,177.8,Orthodox,d0f3959b4a9747e6,1986-09-09,Jeremy Stephens,175.26,65.77083999999999,180.34,Orthodox,18968f97ad34f15c,1986-05-25
2018-07-28,"Calgary, Alberta, Canada",win,Joanna Jedrzejczyk,Tecia Pennington,0.0,0.0,62.0,33.0,0.0,0.0,0.0,0,Women's Strawweight,U-DEC,,3,5:00,322a56923b396b4d,300,Joanna Jedrzejczyk,167.64,52.16308,165.1,Orthodox,3d6749c4267da18f,1987-08-18,Tecia Pennington,154.94,52.16308,152.4,Orthodox,31ef8b67e13495b3,1989-08-16
2018-07-28,"Calgary, Alberta, Canada",win,Alexander Hernandez,Olivier Aubin-Mercier,0.0,0.0,39.0,19.0,4.0,2.0,0.0,1,Lightweight,U-DEC,,3,5:00,322a56923b396b4d,300,Alexander Hernandez,175.26,70.30676,182.88,Orthodox,262a7d06203657e6,1992-10-01,Olivier Aubin-Mercier,175.26,70.30676,177.8,Southpaw,55ee431411ccf07a,1989-02-23
2018-07-28,"Calgary, Alberta, Canada",win,Jordan Mein,Alex Morono,0.0,0.0,14.0,20.0,3.0,0.0,0.0,1,Welterweight,U-DEC,,3,5:00,322a56923b396b4d,300,Jordan Mein,182.88,77.11064,185.42,Orthodox,2aa49b3766a59bcd,1989-10-10,Alex Morono,180.34,77.11064,182.88,Orthodox,cdb96af67d096b1e,1990-08-16
2018-07-28,"Calgary, Alberta, Canada",win,Hakeem Dawodu,Austin Arnett,0.0,0.0,75.0,23.0,0.0,0.0,0.0,0,Featherweight,U-DEC,,3,5:00,322a56923b396b4d,300,Hakeem Dawodu,172.72,65.77083999999999,185.42,Orthodox,2c9d00968f818270,1991-07-02,Austin Arnett,182.88,65.77083999999999,182.88,Orthodox,bf0e700106d00e55,1991-10-22
2018-07-28,"Calgary, Alberta, Canada",win,Islam Makhachev,Kajan Johnson,0.0,0.0,7.0,7.0,1.0,0.0,1.0,0,Lightweight,SUB,Armbar,1,4:43,322a56923b396b4d,283,Islam Makhachev,177.8,70.30676,177.8,Southpaw,275aca31f61ba28c,1991-10-27,Kajan Johnson,180.34,70.30676,190.5,Orthodox,633a45d131192ffe,1984-04-21
2018-07-28,"Calgary, Alberta, Canada",win,Ion Cutelaba,Gadzhimurad Antigulov,0.0,0.0,40.0,12.0,0.0,3.0,0.0,0,Light Heavyweight,KO/TKO,Elbows,1,4:25,322a56923b396b4d,265,Ion Cutelaba,185.42,92.98636,190.5,Southpaw,cd13728ae1151f46,1993-12-14,Gadzhimurad Antigulov,180.34,92.98636,177.8,Orthodox,af997f7611673880,1987-02-09
2018-07-28,"Calgary, Alberta, Canada",win,John Makdessi,Ross Pearson,0.0,0.0,131.0,79.0,0.0,0.0,0.0,0,Lightweight,U-DEC,,3,5:00,322a56923b396b4d,300,John Makdessi,172.72,70.30676,172.72,Orthodox,c21a036b4e012f1c,1985-05-03,Ross Pearson,172.72,70.30676,175.26,Orthodox,4f732e58ed907eff,1984-09-26
2018-07-28,"Calgary, Alberta, Canada",win,Katlyn Cerminara,Alexis Davis,0.0,0.0,62.0,70.0,0.0,1.0,0.0,0,Women's Flyweight,U-DEC,,3,5:00,322a56923b396b4d,300,Katlyn Cerminara,175.26,56.699,172.72,Orthodox,e872e9a9a902c045,1988-12-28,Alexis Davis,167.64,61.23492,172.72,Orthodox,4c2d90e335e6df19,1984-10-04
2018-07-28,"Calgary, Alberta, Canada",win,Dustin Ortiz,Matheus Nicolau,1.0,0.0,8.0,7.0,0.0,0.0,0.0,0,Flyweight,KO/TKO,Kick,1,3:49,322a56923b396b4d,229,Dustin Ortiz,165.1,56.699,165.1,Orthodox,f53c1f4ceeed8c08,1988-12-25,Matheus Nicolau,167.64,56.699,167.64,Orthodox,1a31ef98efce7a79,1993-01-06
2018-07-28,"Calgary, Alberta, Canada",win,Nina Nunes,Randa Markos,0.0,0.0,49.0,23.0,0.0,1.0,0.0,0,Women's Strawweight,U-DEC,,3,5:00,322a56923b396b4d,300,Nina Nunes,165.1,56.699,162.56,Orthodox,d343df8ba11f4c4e,1985-12-03,Randa Markos,162.56,52.16308,160.02,Orthodox,4a57ebb14315b251,1985-08-10
2018-07-28,"Calgary, Alberta, Canada",win,Devin Powell,Alvaro Herrera Mendoza,1.0,0.0,12.0,7.0,0.0,0.0,0.0,0,Lightweight,KO/TKO,Kicks,1,1:52,322a56923b396b4d,112,Devin Powell,182.88,70.30676,185.42,Orthodox,065eb44700e641a4,1988-03-01,Alvaro Herrera Mendoza,182.88,70.30676,187.96,Orthodox,74d35fbc9c6a61bd,1990-05-14
2016-12-17,"Sacramento, California, USA",win,Michelle Waterson-Gomez,Paige VanZant,0.0,0.0,12.0,5.0,1.0,0.0,2.0,0,Women's Strawweight,SUB,Rear Naked Choke,1,3:21,32541eb5d12668b4,201,Michelle Waterson-Gomez,160.02,52.16308,157.48,Orthodox,eb04b9d31e938edb,1986-01-06,Paige VanZant,162.56,52.16308,165.1,Orthodox,4d5197f331c47290,1994-03-26
2016-12-17,"Sacramento, California, USA",win,Mickey Gall,Sage Northcutt,1.0,1.0,9.0,13.0,2.0,0.0,3.0,0,Welterweight,SUB,Rear Naked Choke,2,1:40,32541eb5d12668b4,100,Mickey Gall,187.96,77.11064,187.96,Switch,9e50097a89442158,1992-01-22,Sage Northcutt,182.88,77.11064,180.34,Orthodox,ed9d8ee3a4239b1c,1996-03-01
2016-12-17,"Sacramento, California, USA",win,Urijah Faber,Brad Pickett,1.0,0.0,70.0,18.0,5.0,1.0,1.0,0,Bantamweight,U-DEC,,3,5:00,32541eb5d12668b4,300,Urijah Faber,167.64,61.23492,170.18,Orthodox,78114b7199cef90c,1979-05-14,Brad Pickett,167.64,61.23492,172.72,Orthodox,c945adc22c2bfe8f,1978-09-24
2016-12-17,"Sacramento, California, USA",win,Alan Jouban,Mike Perry,1.0,0.0,69.0,37.0,2.0,0.0,0.0,0,Welterweight,U-DEC,,3,5:00,32541eb5d12668b4,300,Alan Jouban,182.88,77.11064,185.42,Southpaw,cf65d56b0755ed3b,1981-11-25,Mike Perry,177.8,77.11064,180.34,Orthodox,f2b6fdb20675b11c,1991-09-15
2016-12-17,"Sacramento, California, USA",win,Paul Craig,Henrique da Silva,0.0,0.0,31.0,16.0,1.0,1.0,3.0,0,Light Heavyweight,SUB,Armbar,2,1:59,32541eb5d12668b4,119,Paul Craig,190.5,83.91452,193.04,Orthodox,eabf206b162b3b83,1987-11-27,Henrique da Silva,190.5,92.98636,193.04,Orthodox,b0bd0c5425668b8f,1989-09-01
2016-12-17,"Sacramento, California, USA",win,Mizuto Hirota,Cole Miller,0.0,0.0,57.0,21.0,6.0,0.0,0.0,0,Featherweight,U-DEC,,3,5:00,32541eb5d12668b4,300,Mizuto Hirota,170.18,70.30676,170.18,Orthodox,35faad160d346839,1981-05-05,Cole Miller,185.42,65.77083999999999,185.42,Orthodox,282fa667ff9c51ed,1984-04-26
2016-12-17,"Sacramento, California, USA",win,Colby Covington,Bryan Barberena,0.0,0.0,76.0,41.0,12.0,0.0,0.0,0,Welterweight,U-DEC,,3,5:00,32541eb5d12668b4,300,Colby Covington,180.34,77.11064,182.88,Orthodox,dc9572dd6ec74859,1988-02-22,Bryan Barberena,182.88,83.91452,182.88,Southpaw,a331233f597090a5,1989-05-03
2016-12-17,"Sacramento, California, USA",win,Alex Morono,James Moontasri,0.0,0.0,111.0,46.0,0.0,0.0,0.0,0,Welterweight,U-DEC,,3,5:00,32541eb5d12668b4,300,Alex Morono,180.34,77.11064,182.88,Orthodox,cdb96af67d096b1e,1990-08-16,James Moontasri,177.8,77.11064,180.34,Switch,c06a9b48d4132c8e,1988-04-10
2016-12-17,"Sacramento, California, USA",win,Josh Emmett,Scott Holtzman,0.0,0.0,87.0,65.0,8.0,3.0,1.0,0,Lightweight,U-DEC,,3,5:00,32541eb5d12668b4,300,Josh Emmett,167.64,65.77083999999999,177.8,Orthodox,fba03cd6cc28dc41,1985-03-04,Scott Holtzman,175.26,70.30676,175.26,Orthodox,df1eb4354d18a906,1983-09-30
2016-12-17,"Sacramento, California, USA",win,Leslie Smith,Irene Aldana,1.0,0.0,169.0,108.0,0.0,1.0,0.0,0,Women's Bantamweight,U-DEC,,3,5:00,32541eb5d12668b4,300,Leslie Smith,175.26,61.23492,167.64,Orthodox,76984112f697631f,1982-08-17,Irene Aldana,175.26,61.23492,172.72,Orthodox,578ef12674df1e6a,1988-03-26
2016-12-17,"Sacramento, California, USA",win,Eddie Wineland,Takeya Mizugaki,2.0,0.0,9.0,13.0,0.0,0.0,0.0,0,Bantamweight,KO/TKO,Punches,1,3:04,32541eb5d12668b4,184,Eddie Wineland,170.18,61.23492,175.26,Orthodox,fc9a9559a05f2704,1984-06-26,Takeya Mizugaki,170.18,61.23492,175.26,Orthodox,48e093ea1f43a053,1983-12-16
2016-12-17,"Sacramento, California, USA",win,Hector Sandoval,Fredy Serrano,0.0,0.0,33.0,22.0,2.0,0.0,2.0,0,Flyweight,U-DEC,,3,5:00,32541eb5d12668b4,300,Hector Sandoval,157.48,56.699,162.56,Orthodox,449c890bd90f3374,1986-07-19,Fredy Serrano,160.02,56.699,165.1,Orthodox,0ccab7c889ede9ea,1979-09-22
2016-12-17,"Sacramento, California, USA",win,Sultan Aliev,Bojan Velickovic,0.0,0.0,15.0,22.0,2.0,0.0,0.0,1,Welterweight,S-DEC,,3,5:00,32541eb5d12668b4,300,Sultan Aliev,180.34,77.11064,187.96,Orthodox,e70de1859b7ee78e,1984-09-17,Bojan Velickovic,182.88,77.11064,193.04,Southpaw,fcce75a25c14a804,1988-12-18
1998-10-16,"Sao Paulo, Brazil",win,Frank Shamrock,John Lober,2.0,0.0,23.0,4.0,0.0,3.0,4.0,1,Middleweight,SUB,Neck Crank,1,7:40,32a3025d5db456ae,460,Frank Shamrock,177.8,83.91452,,Orthodox,fcaae0385b514f11,1972-12-08,John Lober,180.34,90.264808,,Orthodox,31652c9267606d54,1968-02-26
1998-10-16,"Sao Paulo, Brazil",win,Vitor Belfort,Wanderlei Silva,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0,Middleweight,KO/TKO,Punches,1,0:44,32a3025d5db456ae,44,Vitor Belfort,182.88,83.91452,187.96,Southpaw,0ee783aa00e468f0,1977-04-01,Wanderlei Silva,180.34,92.98636,187.96,Orthodox,a1f6999fe57236e0,1976-07-03
1998-10-16,"Sao Paulo, Brazil",win,Pedro Rizzo,David Abbott,2.0,0.0,24.0,16.0,0.0,1.0,0.0,0,Heavyweight,KO/TKO,Punch,1,8:07,32a3025d5db456ae,487,Pedro Rizzo,185.42,109.315672,,Orthodox,b44f39a5c6596953,1974-05-03,David Abbott,182.88,120.20188,,Switch,b361180739bed4b0,
1998-10-16,"Sao Paulo, Brazil",win,Pat Miletich,Mikey Burnett,0.0,0.0,19.0,24.0,1.0,2.0,0.0,2,Lightweight,S-DEC,,3,3:00,32a3025d5db456ae,180,Pat Miletich,177.8,77.11064,,Orthodox,cedfdf8d423d500c,1968-03-09,Mikey Burnett,167.64,77.11064,,Orthodox,4c805f5f58a75df0,1974-04-12
